 Processor            1
 ilocal=           0 ;iglobal=           3 ;T=  0.80427475735827125     
 ilocal=           1 ;iglobal=           4 ;T=  0.94548168233259799     
 ilocal=           2 ;iglobal=           5 ;T=  0.99413827268197230     
 ilocal=           3 ;iglobal=           6 ;T=  0.94548168233259799     
 ilocal=           4 ;iglobal=           7 ;T=  0.80427475735827125     
