 Processor            0
 ilocal=           0 ;iglobal=           0 ;T=   1.4821969375237396E-323
 ilocal=           1 ;iglobal=           1 ;T=  0.30720562101728494     
 ilocal=           2 ;iglobal=           2 ;T=  0.58433981542197655     
 ilocal=           3 ;iglobal=           3 ;T=  0.80427475735827125     
 ilocal=           4 ;iglobal=           4 ;T=  0.94548168233259799     
