 Processor            2
 ilocal=           0 ;iglobal=           6 ;T=  0.94548168233259799     
 ilocal=           1 ;iglobal=           7 ;T=  0.80427475735827125     
 ilocal=           2 ;iglobal=           8 ;T=  0.58433981542197666     
 ilocal=           3 ;iglobal=           9 ;T=  0.30720562101728505     
 ilocal=           4 ;iglobal=          10 ;T=   6.9533558066781002E-310
